age,income,loan_amount,loan_tenure_months,avg_dpd_per_delinquency,delinquency_ratio,credit_utilization_ratio,num_open_accounts,residence_type,loan_purpose,loan_type,default
54,3810.41,15823.15,12,1.2,0.1344,0.0463,3,Owned,Personal,Secured,0
41,17952.82,20174.06,12,12.2,0.0404,0.1377,5,Rented,Home,Secured,1
50,21253.76,13048.24,48,13.3,0.3559,0.49,4,Rented,Home,Secured,0
53,9096.54,15441.09,12,2.5,0.0905,0.2518,1,Rented,Auto,Unsecured,0
48,22269.04,13124.85,60,5.2,0.0185,0.4035,3,Owned,Personal,Unsecured,0
53,31447.4,16897.12,36,12.4,0.1348,0.4688,4,Owned,Auto,Secured,0
25,12845.05,13917.45,24,12.4,0.0421,0.2255,6,Mortgage,Home,Unsecured,0
39,21427.51,1888.14,12,7.0,0.1425,0.1779,7,Owned,Auto,Secured,0
24,19668.79,11393.99,18,12.0,0.1107,0.3963,5,Rented,Home,Secured,0
55,25746.32,11070.94,36,7.8,0.2497,0.4583,7,Rented,Education,Unsecured,0
37,17129.26,15568.92,6,1.2,0.0634,0.0391,1,Owned,Education,Unsecured,1
64,9466.27,17884.23,24,15.0,0.0233,0.1891,2,Rented,Education,Unsecured,0
48,25233.46,10861.65,36,3.0,0.1687,0.1257,3,Owned,Home,Secured,0
50,9941.92,5875.62,12,36.4,0.0152,0.2537,5,Mortgage,Education,Unsecured,0
49,32470.89,13531.08,48,16.4,0.0018,0.0685,4,Rented,Home,Secured,0
26,22486.15,8120.26,60,14.2,0.1464,0.2054,3,Rented,Home,Unsecured,0
55,13208.86,8969.69,18,15.8,0.0142,0.2295,6,Mortgage,Education,Unsecured,1
61,26869.21,23910.46,6,4.9,0.1732,0.1648,3,Rented,Personal,Secured,0
57,17926.49,8611.37,24,0.7,0.0919,0.1771,1,Owned,Personal,Unsecured,0
44,16228.76,4175.63,12,5.1,0.4858,0.109,5,Rented,Education,Secured,0
49,12553.04,15017.87,36,3.9,0.0393,0.0767,3,Owned,Home,Secured,0
51,3000.0,15535.25,36,2.5,0.1427,0.7296,3,Rented,Personal,Unsecured,0
55,22835.14,16392.94,24,4.1,0.0118,0.4363,5,Owned,Home,Unsecured,0
53,4974.99,16199.26,18,10.9,0.1143,0.045,4,Mortgage,Education,Unsecured,0
41,11653.65,12728.03,48,0.7,0.1423,0.1806,1,Owned,Personal,Secured,0
52,21462.76,12780.55,60,3.7,0.0757,0.0598,3,Rented,Home,Secured,0
43,13994.59,16697.8,12,3.5,0.0301,0.2457,6,Owned,Education,Unsecured,0
53,19257.21,20042.97,24,2.4,0.0423,0.366,5,Owned,Home,Unsecured,0
23,8290.44,5696.37,24,22.8,0.1668,0.0851,2,Rented,Home,Secured,0
38,15212.33,8958.54,36,19.3,0.0297,0.5539,6,Rented,Personal,Unsecured,0
45,19307.09,15139.66,24,10.6,0.0331,0.47,6,Owned,Education,Unsecured,0
62,10388.22,13274.43,6,16.5,0.1971,0.2742,4,Mortgage,Education,Unsecured,0
51,31490.91,3047.16,6,12.3,0.0155,0.4319,1,Rented,Home,Unsecured,0
23,12900.61,9133.66,12,0.7,0.0822,0.3532,2,Rented,Personal,Secured,0
60,29027.33,13513.42,24,16.9,0.2494,0.6456,7,Mortgage,Education,Unsecured,0
44,16657.56,12062.98,36,6.1,0.099,0.121,7,Rented,Home,Secured,0
52,5452.2,10205.29,48,7.1,0.0462,0.4675,4,Owned,Auto,Unsecured,0
42,8904.79,23720.34,12,38.5,0.4984,0.3014,3,Rented,Personal,Unsecured,1
43,19408.63,11875.54,18,30.5,0.0127,0.1969,1,Mortgage,Personal,Unsecured,0
22,26262.21,13155.24,36,3.4,0.4569,0.2133,4,Owned,Personal,Unsecured,0
47,32158.22,12664.82,18,4.7,0.0333,0.2877,4,Rented,Home,Unsecured,0
62,19025.75,13058.33,12,0.3,0.1232,0.0195,6,Rented,Personal,Unsecured,0
22,8582.05,12188.63,6,5.5,0.0897,0.0787,4,Rented,Auto,Secured,0
46,20227.88,1588.17,36,3.4,0.1567,0.3105,7,Mortgage,Personal,Secured,0
37,11398.28,7048.98,48,0.5,0.0077,0.2286,4,Rented,Education,Secured,0
60,21137.53,10425.71,36,3.9,0.0342,0.2548,2,Rented,Home,Unsecured,0
53,10468.2,16063.6,12,8.9,0.0525,0.2809,1,Rented,Home,Secured,0
29,3000.0,10503.64,36,5.0,0.0042,0.282,3,Rented,Auto,Unsecured,0
63,28534.85,7843.12,36,2.6,0.0097,0.534,1,Owned,Home,Unsecured,0
59,16188.67,16721.61,12,0.8,0.0647,0.3774,6,Mortgage,Personal,Secured,0
49,18397.28,18755.47,60,16.3,0.1355,0.3299,2,Rented,Personal,Unsecured,0
62,25973.61,4336.36,24,2.5,0.1279,0.0992,1,Owned,Auto,Unsecured,0
46,33030.77,12484.63,12,19.4,0.0508,0.0687,2,Rented,Auto,Secured,0
55,23760.65,1000.0,36,4.6,0.2041,0.1508,2,Mortgage,Personal,Unsecured,0
45,18824.01,10442.9,48,26.6,0.1382,0.5082,2,Owned,Education,Unsecured,0
44,21702.98,21422.17,48,48.4,0.0121,0.5122,2,Owned,Home,Secured,0
33,15641.74,12459.73,12,8.1,0.2257,0.4309,4,Rented,Education,Unsecured,0
27,18288.92,5094.61,36,7.6,0.0248,0.1741,1,Mortgage,Auto,Unsecured,0
56,19158.91,5217.74,18,4.5,0.1526,0.2014,5,Rented,Personal,Unsecured,0
40,11707.0,7336.82,18,22.8,0.0317,0.1608,2,Rented,Education,Unsecured,0
21,18169.39,8641.62,6,3.4,0.1139,0.3811,2,Owned,Home,Secured,0
28,20936.81,2536.1,60,8.9,0.2482,0.0513,1,Rented,Education,Unsecured,0
36,22136.14,13646.31,12,9.8,0.1978,0.0801,4,Mortgage,Home,Unsecured,0
34,21498.59,14719.35,12,29.1,0.1002,0.5939,7,Owned,Education,Unsecured,0
32,7287.8,10248.96,18,5.5,0.1628,0.1483,3,Rented,Personal,Unsecured,0
43,27834.07,22228.6,18,3.1,0.0296,0.5215,2,Rented,Home,Unsecured,0
35,27170.25,9852.63,18,4.6,0.0376,0.4264,4,Rented,Education,Unsecured,0
48,17230.81,18013.99,48,12.1,0.1389,0.2157,6,Owned,Personal,Unsecured,0
54,21644.07,5061.49,48,2.6,0.0683,0.4491,7,Mortgage,Personal,Unsecured,0
22,16267.57,13499.73,6,6.8,0.0538,0.0741,4,Owned,Home,Secured,0
52,24015.66,14250.25,6,0.5,0.0206,0.3122,7,Owned,Personal,Secured,0
43,11485.83,8447.02,24,9.4,0.019,0.381,5,Rented,Education,Unsecured,0
42,28739.68,12836.11,48,6.9,0.0185,0.3192,2,Owned,Education,Unsecured,1
45,23617.66,8396.18,12,6.3,0.0341,0.3809,4,Mortgage,Personal,Secured,0
42,23803.47,10440.42,6,2.5,0.0143,0.4108,5,Rented,Education,Unsecured,0
42,17159.58,10585.46,36,12.3,0.0781,0.2215,4,Rented,Home,Unsecured,0
62,6699.05,4972.89,12,23.4,0.3473,0.3137,6,Rented,Home,Unsecured,1
26,25071.48,14614.45,24,3.7,0.0039,0.0251,6,Owned,Personal,Secured,0
35,6963.51,14959.92,18,43.7,0.048,0.3888,5,Rented,Auto,Unsecured,0
63,25167.78,10133.22,24,1.2,0.0419,0.3925,6,Rented,Home,Unsecured,0
57,11822.98,13210.18,12,3.3,0.1919,0.3164,7,Owned,Personal,Secured,0
53,5303.61,7401.18,18,3.3,0.0187,0.4257,7,Rented,Education,Secured,0
28,18008.0,5738.4,24,11.5,0.0061,0.1616,5,Rented,Home,Unsecured,0
64,27462.4,10000.32,24,0.9,0.0455,0.4022,7,Owned,Education,Unsecured,0
64,10275.17,15455.1,12,8.9,0.0505,0.3618,6,Rented,Auto,Secured,0
25,30792.28,11622.86,6,26.6,0.0019,0.3721,5,Owned,Personal,Unsecured,0
59,23253.92,9807.54,36,25.8,0.0606,0.5372,4,Owned,Education,Secured,0
24,19254.08,13678.28,24,47.0,0.1333,0.5825,3,Rented,Auto,Unsecured,0
26,14515.01,7420.67,36,18.1,0.1882,0.2852,1,Rented,Home,Secured,0
52,15072.82,5868.7,48,3.1,0.0255,0.3559,5,Rented,Education,Unsecured,0
50,21441.34,10236.39,48,1.8,0.0862,0.2186,6,Rented,Home,Unsecured,0
55,24768.33,7749.75,12,0.6,0.0805,0.3191,2,Rented,Personal,Unsecured,0
60,13252.03,6052.26,60,4.0,0.1174,0.8068,1,Owned,Education,Unsecured,0
36,11547.89,16519.73,12,29.0,0.128,0.3132,3,Rented,Auto,Unsecured,0
33,16289.39,23015.03,60,8.3,0.2339,0.3269,7,Owned,Personal,Secured,0
62,29149.03,4226.94,60,4.2,0.0929,0.1897,1,Rented,Home,Secured,0
50,8264.89,9920.53,60,0.1,0.0125,0.079,1,Owned,Auto,Unsecured,0
39,27139.82,12872.31,6,8.6,0.3076,0.368,3,Owned,Personal,Unsecured,0
37,18338.24,3396.97,60,33.6,0.0187,0.1324,2,Mortgage,Education,Secured,0
39,4778.09,10886.2,18,53.7,0.0161,0.4215,5,Rented,Home,Secured,1
48,14306.94,11249.47,36,7.9,0.0876,0.1605,4,Owned,Personal,Unsecured,0
46,22877.34,14399.8,24,17.6,0.0152,0.315,2,Owned,Personal,Unsecured,0
57,32414.51,8136.34,18,1.3,0.0504,0.0889,6,Owned,Personal,Unsecured,0
46,7381.02,9177.42,48,47.3,0.1706,0.4758,2,Rented,Home,Unsecured,1
43,3000.0,16857.35,48,7.7,0.1161,0.2947,5,Rented,Personal,Unsecured,0
29,7523.58,14097.12,36,4.9,0.1876,0.0935,7,Rented,Home,Unsecured,0
32,27043.32,15639.87,36,4.6,0.1562,0.2314,2,Rented,Personal,Unsecured,0
21,3650.07,3229.61,60,16.7,0.1141,0.2694,6,Owned,Personal,Unsecured,1
21,29978.03,8658.36,18,27.1,0.2949,0.5152,7,Owned,Auto,Secured,0
54,27718.47,19581.32,18,35.8,0.0357,0.2628,7,Rented,Personal,Secured,1
52,19528.29,11580.3,6,9.1,0.1389,0.4763,2,Rented,Home,Secured,0
45,12989.08,11371.37,24,7.7,0.1762,0.2332,6,Owned,Personal,Unsecured,0
60,18442.09,11588.73,24,3.6,0.0789,0.492,1,Mortgage,Personal,Unsecured,0
21,22888.7,19849.97,24,11.8,0.2221,0.3715,1,Mortgage,Education,Secured,0
36,21667.81,8268.94,60,1.6,0.0013,0.4136,3,Rented,Home,Unsecured,0
59,31917.27,15357.31,48,47.2,0.1015,0.0841,6,Rented,Education,Secured,0
25,15919.18,13319.69,48,21.6,0.0091,0.1929,3,Owned,Home,Unsecured,0
42,7593.26,5168.95,18,9.6,0.0712,0.2048,3,Owned,Personal,Secured,0
49,6181.75,10506.93,6,5.6,0.0907,0.1272,4,Owned,Personal,Unsecured,0
23,4581.67,7831.04,12,19.2,0.0247,0.267,5,Rented,Education,Unsecured,0
32,19570.23,5633.76,6,9.4,0.0733,0.2526,4,Owned,Home,Unsecured,0
46,16125.05,17982.07,48,23.2,0.1627,0.4114,4,Rented,Education,Secured,0
36,18261.24,5900.24,60,4.5,0.1598,0.3322,3,Rented,Personal,Unsecured,0
57,13703.52,15746.52,18,19.2,0.3929,0.3997,5,Rented,Personal,Unsecured,1
42,9118.67,7691.93,6,0.0,0.0139,0.3901,4,Rented,Education,Secured,0
49,22914.69,18787.07,18,2.0,0.0149,0.317,1,Owned,Personal,Unsecured,0
34,3000.0,9900.94,36,15.5,0.054,0.1213,4,Owned,Education,Secured,0
48,11587.24,13678.29,36,15.0,0.1037,0.1082,7,Owned,Personal,Secured,0
25,24291.92,9168.6,12,6.0,0.0164,0.509,1,Rented,Auto,Unsecured,0
50,10793.29,1164.88,48,1.9,0.1798,0.342,4,Owned,Auto,Unsecured,0
25,21133.4,3662.29,60,0.5,0.0777,0.4529,6,Rented,Home,Unsecured,0
32,11597.93,2509.69,36,4.0,0.0747,0.4133,6,Rented,Home,Secured,0
36,14353.24,13269.12,12,10.2,0.3157,0.1723,5,Owned,Education,Secured,0
46,22599.36,11856.69,24,5.0,0.0561,0.0824,6,Owned,Home,Unsecured,0
46,7777.21,14973.4,18,19.8,0.0252,0.3022,7,Owned,Auto,Unsecured,0
41,23962.23,8604.06,60,1.2,0.0408,0.3542,1,Rented,Home,Unsecured,0
59,18367.36,1143.51,24,2.5,0.013,0.2598,6,Rented,Personal,Unsecured,0
56,28051.51,18509.6,24,13.2,0.0403,0.2043,1,Rented,Auto,Unsecured,0
53,19665.2,16949.81,12,11.0,0.0556,0.1109,3,Owned,Education,Secured,0
50,9444.11,13869.54,18,6.0,0.2777,0.3987,1,Rented,Home,Secured,0
57,31823.96,17554.37,12,26.4,0.2663,0.5565,6,Rented,Auto,Secured,0
43,10112.46,11492.04,6,0.5,0.0841,0.2022,7,Rented,Auto,Unsecured,0
30,16182.75,13325.88,24,1.0,0.0241,0.3137,7,Owned,Personal,Unsecured,1
25,25659.27,8481.83,18,0.3,0.1351,0.6144,7,Owned,Home,Unsecured,0
56,3000.0,6646.51,24,9.5,0.1777,0.3228,7,Mortgage,Home,Secured,0
54,29517.35,4116.59,6,1.2,0.0046,0.0937,4,Owned,Education,Unsecured,0
51,8792.93,8236.19,48,18.7,0.1382,0.3275,7,Rented,Personal,Unsecured,0
30,14360.0,25309.86,6,8.1,0.3089,0.2671,7,Rented,Personal,Secured,0
39,20310.86,4398.63,48,1.9,0.0123,0.2791,4,Owned,Personal,Secured,0
52,17666.35,7311.7,18,10.9,0.1753,0.1994,3,Owned,Personal,Unsecured,0
21,24313.41,12565.31,18,12.3,0.0378,0.078,2,Owned,Personal,Unsecured,0
25,5193.54,23987.28,60,27.7,0.0377,0.3744,1,Mortgage,Personal,Secured,1
24,23819.61,6751.56,6,1.7,0.0457,0.5611,1,Owned,Education,Secured,0
36,24457.94,8856.85,24,3.2,0.1561,0.3939,1,Owned,Personal,Unsecured,0
44,26233.81,15357.52,36,0.8,0.0821,0.0713,7,Owned,Home,Unsecured,0
36,5282.71,15074.7,24,12.7,0.2689,0.2987,4,Rented,Home,Unsecured,0
22,6248.52,8527.39,36,38.6,0.0302,0.2039,5,Rented,Home,Unsecured,1
48,15260.99,7830.09,12,2.2,0.0658,0.1999,5,Owned,Personal,Secured,0
52,7113.39,14239.5,18,22.7,0.2632,0.1095,5,Rented,Personal,Unsecured,0
47,3568.26,10480.93,6,15.4,0.2349,0.2281,3,Owned,Home,Unsecured,0
40,14916.29,13437.46,12,1.7,0.0565,0.1876,3,Rented,Education,Secured,0
44,19872.73,11153.29,24,10.9,0.2018,0.2461,4,Rented,Personal,Unsecured,0
32,40391.84,13756.65,36,1.3,0.1372,0.3057,5,Owned,Personal,Unsecured,0
55,22389.4,14274.08,48,4.8,0.117,0.2369,2,Owned,Education,Unsecured,0
53,32018.16,2261.12,18,14.5,0.0447,0.2034,6,Rented,Home,Secured,0
53,17646.79,9684.91,36,27.6,0.0159,0.4202,1,Rented,Auto,Secured,0
63,22476.53,13668.49,24,12.7,0.0143,0.3344,5,Rented,Auto,Unsecured,0
57,16830.9,16052.89,60,2.6,0.0091,0.1361,2,Rented,Personal,Unsecured,0
32,39464.99,10340.1,24,15.3,0.003,0.1433,1,Owned,Education,Unsecured,0
23,12515.27,2777.25,6,8.6,0.0038,0.3842,1,Rented,Personal,Unsecured,0
21,13600.21,18245.58,12,5.7,0.0482,0.1027,3,Owned,Personal,Unsecured,0
53,24372.33,16278.26,18,2.5,0.0018,0.2673,7,Rented,Auto,Unsecured,0
60,19659.78,12527.33,6,13.3,0.0321,0.2357,2,Owned,Personal,Unsecured,0
30,14606.7,9677.44,36,5.7,0.143,0.098,5,Mortgage,Personal,Secured,0
63,25683.02,15001.57,60,3.3,0.0528,0.0102,7,Rented,Auto,Unsecured,0
64,17670.82,9725.24,12,1.6,0.0331,0.3646,5,Owned,Personal,Unsecured,0
49,17614.43,16380.05,18,9.9,0.0047,0.1428,4,Rented,Personal,Unsecured,0
33,19844.66,20983.78,36,9.2,0.0037,0.1986,7,Rented,Personal,Unsecured,0
32,4127.03,9561.85,18,37.7,0.2538,0.098,2,Rented,Home,Unsecured,0
51,5253.97,15902.21,18,12.6,0.3093,0.1667,1,Rented,Home,Secured,0
22,26695.16,8724.27,48,7.5,0.048,0.23,6,Owned,Education,Unsecured,0
55,12584.31,17136.78,48,4.3,0.0521,0.2215,7,Owned,Auto,Unsecured,0
43,16936.39,10767.37,60,12.5,0.132,0.1546,7,Owned,Home,Unsecured,0
37,30899.51,19239.15,12,3.8,0.2107,0.1435,3,Mortgage,Personal,Unsecured,0
46,17297.06,10611.67,48,3.1,0.1003,0.1792,4,Rented,Auto,Unsecured,0
28,16319.29,7511.42,36,16.3,0.1727,0.3652,3,Owned,Home,Secured,0
49,25168.62,10328.26,48,3.3,0.0813,0.1812,1,Owned,Home,Unsecured,0
46,13213.88,10884.69,60,1.6,0.0912,0.2043,7,Mortgage,Personal,Unsecured,1
30,27623.43,13181.73,60,2.0,0.0237,0.3212,1,Rented,Personal,Unsecured,0
46,25004.46,10355.64,6,7.9,0.1032,0.2019,6,Rented,Home,Secured,0
54,32642.67,13227.43,6,16.1,0.1981,0.2357,3,Rented,Home,Unsecured,0
61,12477.26,13315.61,6,2.6,0.3486,0.2933,4,Rented,Personal,Unsecured,1
27,28935.8,9862.81,60,9.2,0.0532,0.2106,1,Rented,Personal,Unsecured,0
24,22432.74,13642.02,18,0.3,0.0855,0.3373,5,Owned,Personal,Unsecured,0
31,7397.07,9068.79,24,6.0,0.0976,0.1574,5,Owned,Personal,Unsecured,0
49,3000.0,21999.07,12,1.3,0.0524,0.1585,7,Rented,Personal,Unsecured,0
56,11615.78,13495.62,6,40.1,0.2035,0.0961,5,Rented,Home,Unsecured,0
45,20338.78,15061.62,12,5.5,0.2509,0.1841,6,Owned,Education,Unsecured,0
41,21498.78,11023.28,48,2.0,0.1178,0.1447,4,Rented,Education,Unsecured,0
56,17527.35,8397.02,18,14.2,0.0013,0.3924,4,Owned,Education,Secured,0
30,17598.97,16180.0,12,2.2,0.08,0.2167,2,Rented,Personal,Secured,1
57,16992.05,13649.43,6,0.1,0.3792,0.2788,2,Mortgage,Personal,Secured,1
29,26249.74,1000.0,6,4.8,0.044,0.2241,6,Rented,Home,Unsecured,0
44,6509.68,21628.24,60,9.6,0.0664,0.4151,6,Owned,Personal,Secured,1
55,20146.32,15689.13,18,3.4,0.1268,0.5183,5,Rented,Auto,Secured,0
55,11417.99,10094.69,18,5.5,0.0178,0.3128,7,Rented,Personal,Unsecured,0
56,10747.67,15028.16,36,3.5,0.0612,0.1171,6,Rented,Education,Unsecured,0
38,27409.84,14108.22,18,21.6,0.1161,0.5168,3,Rented,Personal,Unsecured,0
59,10133.9,14476.42,24,2.8,0.0209,0.498,3,Owned,Education,Secured,0
52,16883.85,7647.35,24,1.4,0.1449,0.2973,5,Owned,Home,Unsecured,0
44,33667.99,12355.78,6,4.7,0.0316,0.3788,7,Rented,Education,Unsecured,0
43,24704.62,13510.36,48,3.9,0.0429,0.4554,2,Rented,Home,Secured,0
52,14360.24,18159.55,18,8.9,0.0416,0.1608,4,Rented,Home,Secured,0
57,15021.02,12513.03,24,13.4,0.0636,0.136,3,Owned,Auto,Unsecured,0
32,8182.38,14155.97,60,18.5,0.1031,0.301,4,Owned,Personal,Unsecured,1
33,28405.16,7448.63,24,10.4,0.2088,0.1209,5,Owned,Education,Unsecured,0
43,26090.81,12336.41,60,46.6,0.1862,0.1223,4,Owned,Personal,Secured,1
45,23492.82,16335.36,36,9.1,0.0297,0.4012,3,Mortgage,Personal,Unsecured,0
55,24374.66,8579.09,48,0.2,0.106,0.1574,7,Rented,Home,Unsecured,0
61,11803.8,10059.54,60,1.7,0.0314,0.3326,7,Mortgage,Home,Unsecured,0
50,5616.7,7180.42,48,4.4,0.0537,0.0259,6,Rented,Home,Unsecured,0
37,22484.32,5222.92,18,4.0,0.091,0.3288,2,Rented,Personal,Secured,0
40,25108.46,7696.26,36,3.6,0.2019,0.648,3,Owned,Education,Unsecured,0
45,30856.37,14811.61,48,10.8,0.0819,0.6488,7,Rented,Personal,Unsecured,0
42,16392.88,10769.45,48,3.4,0.1174,0.2118,1,Owned,Auto,Unsecured,0
33,15225.99,7712.85,60,4.1,0.6702,0.3627,4,Rented,Personal,Unsecured,1
39,16085.92,22895.46,12,24.2,0.0094,0.2448,7,Mortgage,Personal,Secured,1
56,23365.95,8491.12,36,28.7,0.031,0.3705,4,Rented,Personal,Unsecured,0
32,15743.29,15122.87,48,0.0,0.2562,0.3059,4,Mortgage,Auto,Unsecured,0
61,17582.09,13664.86,12,6.4,0.0912,0.1817,5,Owned,Home,Secured,0
39,24648.42,13240.9,12,5.0,0.1187,0.5978,5,Rented,Home,Unsecured,0
32,12993.31,2845.61,48,6.8,0.3571,0.2861,3,Rented,Home,Unsecured,1
29,29129.23,18350.76,60,31.8,0.0065,0.2487,2,Rented,Auto,Unsecured,0
27,23064.71,13597.4,18,12.7,0.1424,0.6872,1,Owned,Personal,Secured,0
48,3139.03,16594.82,12,31.4,0.1355,0.0272,2,Mortgage,Personal,Unsecured,0
34,13877.17,17693.39,12,4.3,0.1001,0.3709,6,Rented,Home,Unsecured,1
51,3000.0,20568.35,36,1.6,0.0282,0.293,2,Rented,Home,Unsecured,0
39,16426.56,7008.24,18,10.7,0.0049,0.3817,1,Owned,Personal,Secured,1
36,14013.51,8406.16,60,8.3,0.019,0.5582,5,Rented,Home,Secured,0
25,24678.84,9089.89,18,19.1,0.0418,0.4444,4,Rented,Home,Unsecured,0
55,10951.85,7668.57,12,20.7,0.2175,0.4746,7,Owned,Education,Secured,0
32,21101.88,18608.39,60,5.1,0.0677,0.2352,5,Rented,Auto,Unsecured,1
45,22550.78,6984.01,36,18.8,0.363,0.3263,4,Rented,Home,Unsecured,0
41,20057.56,10103.73,36,3.9,0.0111,0.3008,7,Owned,Home,Unsecured,1
56,27120.99,3842.52,36,2.3,0.1151,0.0534,4,Rented,Personal,Unsecured,1
43,34546.31,15660.18,36,6.2,0.0126,0.152,5,Owned,Education,Unsecured,0
36,18895.54,11361.81,6,18.1,0.2375,0.1377,2,Rented,Personal,Secured,0
59,21241.44,16416.55,60,6.4,0.5671,0.1581,4,Rented,Auto,Unsecured,1
62,10957.78,15505.01,48,6.3,0.1902,0.4608,5,Owned,Personal,Secured,0
59,9843.81,3792.79,12,0.6,0.0104,0.2977,2,Rented,Personal,Unsecured,0
34,26270.64,12924.63,12,1.2,0.0277,0.5942,1,Rented,Personal,Secured,0
51,25212.2,6546.42,12,6.1,0.1484,0.1716,4,Owned,Auto,Unsecured,0
25,9763.04,12705.64,18,6.6,0.297,0.2741,2,Rented,Auto,Unsecured,0
55,7534.24,9069.6,60,1.0,0.0791,0.2582,4,Owned,Auto,Unsecured,0
43,12810.11,21168.04,18,0.9,0.3229,0.1733,7,Rented,Education,Unsecured,1
49,16868.98,25317.14,36,9.3,0.0091,0.0746,6,Rented,Personal,Secured,0
63,14726.99,10776.1,48,7.8,0.0531,0.5907,2,Rented,Personal,Unsecured,0
31,19284.12,12494.79,60,13.2,0.0802,0.1254,1,Owned,Personal,Unsecured,0
38,25336.5,1000.0,18,12.4,0.1756,0.2115,4,Owned,Education,Unsecured,0
32,21696.84,3778.54,24,3.3,0.2306,0.088,7,Rented,Home,Secured,0
29,22288.97,13931.01,60,10.9,0.3549,0.2894,5,Rented,Home,Unsecured,0
30,3000.0,11838.17,12,8.5,0.1045,0.3858,6,Mortgage,Personal,Unsecured,1
64,5088.78,14106.45,12,0.1,0.0381,0.1311,6,Rented,Education,Secured,0
37,11628.35,8009.87,6,5.5,0.3071,0.2648,6,Owned,Auto,Secured,0
58,12948.85,13513.32,6,11.9,0.0235,0.1738,2,Owned,Education,Secured,0
27,24718.62,1000.0,24,24.1,0.0078,0.3325,1,Rented,Auto,Unsecured,0
33,10968.79,8953.91,6,1.4,0.0101,0.298,4,Mortgage,Home,Unsecured,0
60,23335.42,14332.8,48,2.4,0.1295,0.5517,1,Owned,Personal,Secured,0
62,11719.15,20482.84,36,14.3,0.0702,0.3714,1,Rented,Auto,Secured,0
29,8392.93,11415.12,36,1.0,0.0178,0.1659,7,Rented,Personal,Secured,0
47,8764.4,14949.14,60,0.3,0.0238,0.265,4,Rented,Personal,Unsecured,0
22,36066.13,8653.17,12,4.0,0.1544,0.1717,4,Owned,Personal,Unsecured,0
25,11541.08,14217.93,36,3.8,0.1292,0.082,2,Rented,Home,Secured,0
49,23527.9,9530.44,6,6.6,0.0625,0.1668,7,Rented,Home,Secured,0
57,5534.41,21773.51,24,2.9,0.113,0.3476,6,Rented,Personal,Unsecured,0
58,29351.43,10355.66,48,0.1,0.022,0.4288,5,Rented,Auto,Unsecured,0
39,20792.33,11150.76,36,24.6,0.1508,0.2103,6,Owned,Auto,Unsecured,0
28,20191.83,15870.77,12,37.9,0.1103,0.4527,6,Mortgage,Personal,Secured,0
21,21310.62,14512.23,12,49.5,0.1822,0.2668,7,Owned,Education,Unsecured,0
42,22192.0,10172.83,48,34.9,0.1602,0.0906,1,Mortgage,Auto,Secured,0
37,24472.54,14049.13,6,17.0,0.0871,0.1438,6,Owned,Personal,Unsecured,0
27,13207.22,6726.11,36,8.7,0.0543,0.4671,4,Owned,Personal,Unsecured,0
45,12739.29,13131.61,6,7.4,0.0975,0.2087,1,Mortgage,Personal,Unsecured,0
24,18393.79,14746.38,12,0.6,0.1986,0.6173,7,Rented,Education,Secured,0
56,23475.42,9886.63,24,21.3,0.1432,0.3531,6,Rented,Home,Unsecured,0
26,17466.76,10150.4,36,2.6,0.2523,0.618,2,Rented,Education,Unsecured,0
51,24191.21,8852.44,60,13.5,0.1516,0.195,2,Rented,Education,Unsecured,0
39,22942.69,4820.61,24,12.0,0.0407,0.2456,2,Mortgage,Personal,Unsecured,0
64,16264.13,14076.05,48,13.9,0.0436,0.3611,5,Mortgage,Personal,Unsecured,0
59,4022.56,9624.01,36,1.3,0.0812,0.4598,3,Owned,Personal,Unsecured,0
47,13971.78,14782.19,12,5.8,0.2503,0.2632,3,Rented,Personal,Unsecured,0
30,31942.38,11087.9,36,12.3,0.0072,0.5181,6,Owned,Personal,Unsecured,1
46,20720.48,15073.98,12,0.1,0.1593,0.2373,7,Rented,Personal,Unsecured,0
39,12883.6,3432.09,18,5.4,0.3514,0.2338,3,Owned,Education,Secured,1
59,20005.21,6269.8,12,3.9,0.0293,0.1897,5,Owned,Personal,Unsecured,0
23,23413.15,7790.48,12,16.4,0.0453,0.2872,5,Rented,Home,Unsecured,0
33,12887.48,17985.27,48,7.3,0.0964,0.2658,1,Mortgage,Personal,Secured,0
48,27883.07,14015.57,36,8.4,0.329,0.1225,1,Owned,Home,Unsecured,0
40,21965.58,10682.44,24,0.9,0.0546,0.6381,2,Owned,Education,Unsecured,0
48,9200.73,9612.03,12,1.9,0.1132,0.1093,5,Rented,Personal,Unsecured,0
28,24850.93,14980.51,36,13.8,0.1089,0.352,6,Owned,Personal,Secured,0
61,14723.09,9054.3,12,6.8,0.0419,0.3773,3,Rented,Education,Unsecured,0
59,16566.96,15678.0,6,1.8,0.1609,0.2402,3,Owned,Home,Unsecured,0
21,9872.25,10928.24,6,0.0,0.0645,0.4943,1,Rented,Personal,Secured,0
23,23051.57,18465.12,6,4.4,0.0527,0.2114,2,Owned,Education,Unsecured,0
33,16809.08,7276.85,6,4.0,0.0426,0.2421,2,Rented,Personal,Unsecured,0
48,23390.06,11360.13,24,4.8,0.0816,0.2221,6,Rented,Personal,Unsecured,0
45,13592.14,7405.3,48,0.2,0.1082,0.534,4,Owned,Personal,Secured,0
53,12676.77,20141.01,12,25.1,0.1945,0.0773,7,Rented,Home,Unsecured,0
